상품명,키워드,상품원본URL,쿠팡링크,상품이미지URL,상품ID,아이템ID,카테고리,가격,할인율,로켓정보,평점,리뷰수,점수,click_priority,가격대,상품군,계절태그,대상독자,사용장소,문제상황,불편포인트,장점1,장점2,장점3,주의점,검색의도,글관점,제목시드,썸네일프롬프트,CTA문구,광고고지문,수집경로,수집키워드,수집순위,수집일시,used,used_at,post_title
"롯데 칠성사이다, 190ml, 30개",롯데 칠성사이다 190ml,https://www.coupang.com/vp/products/8712796546?itemId=19989902214,https://www.coupang.com/vp/products/8712796546?itemId=19989902214,,8712796546,19989902214,식품,"13,050원",0,"로켓배송, 내일도착",5.0,298322,415.0,high,1만-3만원대,음료/탄산음료,"사계절, 여름","음료를 자주 마시는 가정, 사무실 탕비실, 손님용 음료를 준비하는 사람","냉장고, 주방, 사무실 탕비실, 팬트리",집이나 사무실에 마실 음료를 박스 단위로 미리 준비하고 싶을 때,"개수와 가격만 보면 당류, 카페인, 보관 공간을 놓치기 쉬움",개수와 용량을 기준으로 비교하기 좋음,"제로, 소용량, 대용량처럼 선택 기준이 뚜렷함",가정용과 사무실용으로 쓰임이 분명함,"당류, 카페인, 보관 공간, 캔이나 페트 용량을 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","음료를 자주 마시는 가정, 사무실 탕비실, 손님용 음료를 준비하는 사람 기준으로 롯데 칠성사이다 190ml 고를 때 보기 쉬운 구매 전 체크","롯데 칠성사이다 190ml를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 냉장고, 주방, 사무실 탕비실, 팬트리 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"맥심 화이트골드 커피믹스, 11.7g, 160개입, 1개",맥심 화이트골드 커피믹스,https://www.coupang.com/vp/products/8290008156?itemId=3042075337,https://www.coupang.com/vp/products/8290008156?itemId=3042075337,,8290008156,3042075337,식품,"25,010원",0,"로켓배송, 내일도착",5.0,308058,415.0,high,1만-3만원대,커피/음료,사계절,"사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람","탕비실, 책상, 주방, 사무실 냉장고",집이나 사무실에서 커피를 자주 마셔서 넉넉한 구성을 미리 준비하고 싶을 때,"개수와 용량만 보고 고르면 당류, 카페인, 보관 공간을 놓치기 쉬움",개수 대비 가격과 소비 속도를 같이 보기 좋음,"사무실용, 집비치용처럼 사용 목적이 분명함",로켓배송과 대량 구성 확인 수요가 높은 편,"당류, 카페인, 유통기한, 보관 공간은 상세정보에서 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람 기준으로 맥심 화이트골드 커피믹스 고를 때 보기 쉬운 구매 전 체크","맥심 화이트골드 커피믹스를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 탕비실, 책상, 주방, 사무실 냉장고 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"제주삼다수 그린 무라벨, 2L, 18개",제주삼다수 그린 무라벨,https://www.coupang.com/vp/products/7666070794?itemId=26718631578,https://www.coupang.com/vp/products/7666070794?itemId=26718631578,,7666070794,26718631578,식품,"19,040원",2,"로켓배송, 내일도착",5.0,953647,415.0,high,1만-3만원대,생수/음료,"사계절, 여름","생수를 박스로 사두는 가정, 자취생, 사무실 탕비실 담당자","주방, 현관 옆 보관 공간, 사무실, 탕비실",생수를 매번 사러 가기 번거롭고 집이나 사무실에 미리 준비해두고 싶을 때,"용량과 개수, 보관 공간, 배송 무게를 같이 보지 않으면 주문 후 불편할 수 있음",반복 구매 수요가 높아 구성과 개수 비교가 중요함,500ml와 2L처럼 사용 상황에 따라 선택 기준이 분명함,무라벨 여부와 보관 편의성을 함께 판단하기 좋음,"박스 단위 무게, 보관 공간, 병 용량을 구매 전에 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","생수를 박스로 사두는 가정, 자취생, 사무실 탕비실 담당자 기준으로 제주삼다수 그린 무라벨 고를 때 보기 쉬운 구매 전 체크","제주삼다수 그린 무라벨를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 현관 옆 보관 공간, 사무실, 탕비실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"농협 동물복지 인증 유정란 1.56kg, 1개, 30구",농협 동물복지 인증,https://www.coupang.com/vp/products/8401077745?itemId=24284594198,https://www.coupang.com/vp/products/8401077745?itemId=24284594198,,8401077745,24284594198,식품,"12,990원",0,,4.5,48054,405.0,high,1만-3만원대,계란/단백질 간식,사계절,"아침을 간단히 챙기는 사람, 운동 후 간식을 찾는 사람, 아이 간식을 준비하는 가정","냉장고, 주방, 사무실 간식 공간",아침이나 간식으로 먹을 단백질 식품을 미리 준비하고 싶을 때,"개수와 보관 방식, 배송 중 파손 가능성을 같이 봐야 안심하기 쉬움","아침, 간식, 도시락용으로 활용 상황이 분명함",30구 같은 묶음 구성은 가족용과 1인용 판단이 필요함,"등급, 인증, 보관 조건을 비교하기 좋음","냉장 보관, 소비기한, 파손 안내, 인증 정보를 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","아침을 간단히 챙기는 사람, 운동 후 간식을 찾는 사람, 아이 간식을 준비하는 가정 기준으로 농협 동물복지 인증 고를 때 보기 쉬운 구매 전 체크","농협 동물복지 인증를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 냉장고, 주방, 사무실 간식 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"펩시 콜라 제로슈가 라임향, 355ml, 24개",펩시 콜라 제로슈가,https://www.coupang.com/vp/products/8323333308?itemId=23084951781,https://www.coupang.com/vp/products/8323333308?itemId=23084951781,,8323333308,23084951781,식품,"16,900원",0,"로켓배송, 내일도착",5.0,70124,415.0,high,1만-3만원대,음료/탄산음료,"사계절, 여름","음료를 자주 마시는 가정, 사무실 탕비실, 손님용 음료를 준비하는 사람","냉장고, 주방, 사무실 탕비실, 팬트리",집이나 사무실에 마실 음료를 박스 단위로 미리 준비하고 싶을 때,"개수와 가격만 보면 당류, 카페인, 보관 공간을 놓치기 쉬움",개수와 용량을 기준으로 비교하기 좋음,"제로, 소용량, 대용량처럼 선택 기준이 뚜렷함",가정용과 사무실용으로 쓰임이 분명함,"당류, 카페인, 보관 공간, 캔이나 페트 용량을 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","음료를 자주 마시는 가정, 사무실 탕비실, 손님용 음료를 준비하는 사람 기준으로 펩시 콜라 제로슈가 고를 때 보기 쉬운 구매 전 체크","펩시 콜라 제로슈가를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 냉장고, 주방, 사무실 탕비실, 팬트리 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"큐원 하얀 설탕, 15kg, 1개",큐원 하얀 설탕,https://www.coupang.com/vp/products/9374602118?itemId=16584760,https://www.coupang.com/vp/products/9374602118?itemId=16584760,,9374602118,16584760,식품,"18,840원",0,"로켓배송, 내일도착",5.0,109751,415.0,high,1만-3만원대,소스/조미료,사계절,"집밥을 자주 해먹는 가정, 자취생, 대용량 조미료를 찾는 사람","주방, 팬트리, 조리대 주변",집밥이나 반찬을 자주 만들 때 자주 쓰는 조미료를 미리 준비하고 싶을 때,"용량만 보고 고르면 보관 중 산패, 소비기한, 사용 빈도를 놓치기 쉬움",자주 쓰는 식재료라 용량 대비 가격 확인이 중요함,요리 빈도에 따라 대용량과 소용량 판단이 달라짐,보관 방식과 개봉 후 관리까지 같이 보기 좋음,"개봉 후 보관법, 소비기한, 용량, 원재료 표기를 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","집밥을 자주 해먹는 가정, 자취생, 대용량 조미료를 찾는 사람 기준으로 큐원 하얀 설탕 고를 때 보기 쉬운 구매 전 체크","큐원 하얀 설탕를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 팬트리, 조리대 주변 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"곰곰 신선한 동물복지 유정란 30구, 1개",곰곰 신선한 동물복지,https://www.coupang.com/vp/products/6639020264?itemId=15168506511,https://www.coupang.com/vp/products/6639020264?itemId=15168506511,,6639020264,15168506511,식품,"12,890원",0,,4.5,21633,405.0,high,1만-3만원대,계란/단백질 간식,사계절,"아침을 간단히 챙기는 사람, 운동 후 간식을 찾는 사람, 아이 간식을 준비하는 가정","냉장고, 주방, 사무실 간식 공간",아침이나 간식으로 먹을 단백질 식품을 미리 준비하고 싶을 때,"개수와 보관 방식, 배송 중 파손 가능성을 같이 봐야 안심하기 쉬움","아침, 간식, 도시락용으로 활용 상황이 분명함",30구 같은 묶음 구성은 가족용과 1인용 판단이 필요함,"등급, 인증, 보관 조건을 비교하기 좋음","냉장 보관, 소비기한, 파손 안내, 인증 정보를 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","아침을 간단히 챙기는 사람, 운동 후 간식을 찾는 사람, 아이 간식을 준비하는 가정 기준으로 곰곰 신선한 동물복지 고를 때 보기 쉬운 구매 전 체크","곰곰 신선한 동물복지를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 냉장고, 주방, 사무실 간식 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"맥심 화이트골드 커피믹스, 11.7g, 100개입, 1개",맥심 화이트골드 커피믹스,https://www.coupang.com/vp/products/8290008156?itemId=18358865928,https://www.coupang.com/vp/products/8290008156?itemId=18358865928,,8290008156,18358865928,식품,"16,360원",0,"로켓배송, 내일도착",5.0,308058,415.0,high,1만-3만원대,커피/음료,사계절,"사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람","탕비실, 책상, 주방, 사무실 냉장고",집이나 사무실에서 커피를 자주 마셔서 넉넉한 구성을 미리 준비하고 싶을 때,"개수와 용량만 보고 고르면 당류, 카페인, 보관 공간을 놓치기 쉬움",개수 대비 가격과 소비 속도를 같이 보기 좋음,"사무실용, 집비치용처럼 사용 목적이 분명함",로켓배송과 대량 구성 확인 수요가 높은 편,"당류, 카페인, 유통기한, 보관 공간은 상세정보에서 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람 기준으로 맥심 화이트골드 커피믹스 고를 때 보기 쉬운 구매 전 체크","맥심 화이트골드 커피믹스를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 탕비실, 책상, 주방, 사무실 냉장고 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"맥심 모카골드 마일드 커피믹스, 12g, 100개입, 1박스",맥심 모카골드 마일드,https://www.coupang.com/vp/products/8328233204?itemId=27556155452,https://www.coupang.com/vp/products/8328233204?itemId=27556155452,,8328233204,27556155452,식품,"16,280원",0,"로켓배송, 내일도착",5.0,503573,415.0,high,1만-3만원대,커피/음료,사계절,"사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람","탕비실, 책상, 주방, 사무실 냉장고",집이나 사무실에서 커피를 자주 마셔서 넉넉한 구성을 미리 준비하고 싶을 때,"개수와 용량만 보고 고르면 당류, 카페인, 보관 공간을 놓치기 쉬움",개수 대비 가격과 소비 속도를 같이 보기 좋음,"사무실용, 집비치용처럼 사용 목적이 분명함",로켓배송과 대량 구성 확인 수요가 높은 편,"당류, 카페인, 유통기한, 보관 공간은 상세정보에서 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람 기준으로 맥심 모카골드 마일드 고를 때 보기 쉬운 구매 전 체크","맥심 모카골드 마일드를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 탕비실, 책상, 주방, 사무실 냉장고 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"가농 1+ 등급란으로 만든 비타민 구운란 30구, 1개",가농 등급란으로 만든,https://www.coupang.com/vp/products/4947691572?itemId=6530171407,https://www.coupang.com/vp/products/4947691572?itemId=6530171407,,4947691572,6530171407,식품,"15,890원",11,,4.5,37593,405.0,high,1만-3만원대,계란/단백질 간식,사계절,"아침을 간단히 챙기는 사람, 운동 후 간식을 찾는 사람, 아이 간식을 준비하는 가정","냉장고, 주방, 사무실 간식 공간",아침이나 간식으로 먹을 단백질 식품을 미리 준비하고 싶을 때,"개수와 보관 방식, 배송 중 파손 가능성을 같이 봐야 안심하기 쉬움","아침, 간식, 도시락용으로 활용 상황이 분명함",30구 같은 묶음 구성은 가족용과 1인용 판단이 필요함,"등급, 인증, 보관 조건을 비교하기 좋음","냉장 보관, 소비기한, 파손 안내, 인증 정보를 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","아침을 간단히 챙기는 사람, 운동 후 간식을 찾는 사람, 아이 간식을 준비하는 가정 기준으로 가농 등급란으로 만든 고를 때 보기 쉬운 구매 전 체크","가농 등급란으로 만든를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 냉장고, 주방, 사무실 간식 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"농심 신라면 120g, 40개",농심 신라면 120g,https://www.coupang.com/vp/products/7958974?itemId=19421766393,https://www.coupang.com/vp/products/7958974?itemId=19421766393,,7958974,19421766393,식품,"29,360원",0,"로켓배송, 내일도착",5.0,803892,415.0,high,1만-3만원대,라면/간편식,사계절,"자취생, 야식이 잦은 사람, 사무실 간식이나 비상식을 준비하는 사람","자취방, 주방 수납장, 사무실 탕비실",간단히 먹을 비상식품이나 자취방 간편식을 미리 준비하고 싶을 때,"묶음 개수와 보관 공간, 소비기한을 생각하지 않으면 남기기 쉬움",개수와 개당 가격 비교가 구매 판단에 직접 연결됨,보관성이 좋아 비상식품으로 확인하기 쉬움,"가족용, 자취용, 사무실용으로 용도가 뚜렷함","나트륨, 소비기한, 보관 공간, 묶음 개수를 함께 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","자취생, 야식이 잦은 사람, 사무실 간식이나 비상식을 준비하는 사람 기준으로 농심 신라면 120g 고를 때 보기 쉬운 구매 전 체크","농심 신라면 120g를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 자취방, 주방 수납장, 사무실 탕비실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"농심 안성탕면 125g, 20개",농심 안성탕면 125g,https://www.coupang.com/vp/products/9447140712?itemId=21684599869,https://www.coupang.com/vp/products/9447140712?itemId=21684599869,,9447140712,21684599869,식품,"12,600원",5,"로켓배송, 내일도착",5.0,254827,415.0,high,1만-3만원대,라면/간편식,사계절,"자취생, 야식이 잦은 사람, 사무실 간식이나 비상식을 준비하는 사람","자취방, 주방 수납장, 사무실 탕비실",간단히 먹을 비상식품이나 자취방 간편식을 미리 준비하고 싶을 때,"묶음 개수와 보관 공간, 소비기한을 생각하지 않으면 남기기 쉬움",개수와 개당 가격 비교가 구매 판단에 직접 연결됨,보관성이 좋아 비상식품으로 확인하기 쉬움,"가족용, 자취용, 사무실용으로 용도가 뚜렷함","나트륨, 소비기한, 보관 공간, 묶음 개수를 함께 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","자취생, 야식이 잦은 사람, 사무실 간식이나 비상식을 준비하는 사람 기준으로 농심 안성탕면 125g 고를 때 보기 쉬운 구매 전 체크","농심 안성탕면 125g를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 자취방, 주방 수납장, 사무실 탕비실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"햇살담은 장아찌 간장소스, 1.7L, 2개",햇살담은 장아찌 간장소스,https://www.coupang.com/vp/products/8804395284?itemId=25728465970,https://www.coupang.com/vp/products/8804395284?itemId=25728465970,,8804395284,25728465970,식품,"10,100원",35,"로켓배송, 내일도착",5.0,23087,415.0,high,1만-3만원대,소스/조미료,사계절,"집밥을 자주 해먹는 가정, 자취생, 대용량 조미료를 찾는 사람","주방, 팬트리, 조리대 주변",집밥이나 반찬을 자주 만들 때 자주 쓰는 조미료를 미리 준비하고 싶을 때,"용량만 보고 고르면 보관 중 산패, 소비기한, 사용 빈도를 놓치기 쉬움",자주 쓰는 식재료라 용량 대비 가격 확인이 중요함,요리 빈도에 따라 대용량과 소용량 판단이 달라짐,보관 방식과 개봉 후 관리까지 같이 보기 좋음,"개봉 후 보관법, 소비기한, 용량, 원재료 표기를 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","집밥을 자주 해먹는 가정, 자취생, 대용량 조미료를 찾는 사람 기준으로 햇살담은 장아찌 간장소스 고를 때 보기 쉬운 구매 전 체크","햇살담은 장아찌 간장소스를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 팬트리, 조리대 주변 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"레쓰비 마일드 캔커피, 175ml, 30개",레쓰비 마일드 캔커피,https://www.coupang.com/vp/products/8401714195?itemId=26382467562,https://www.coupang.com/vp/products/8401714195?itemId=26382467562,,8401714195,26382467562,식품,"12,090원",0,"로켓배송, 내일도착",5.0,168669,415.0,high,1만-3만원대,커피/음료,사계절,"사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람","탕비실, 책상, 주방, 사무실 냉장고",집이나 사무실에서 커피를 자주 마셔서 넉넉한 구성을 미리 준비하고 싶을 때,"개수와 용량만 보고 고르면 당류, 카페인, 보관 공간을 놓치기 쉬움",개수 대비 가격과 소비 속도를 같이 보기 좋음,"사무실용, 집비치용처럼 사용 목적이 분명함",로켓배송과 대량 구성 확인 수요가 높은 편,"당류, 카페인, 유통기한, 보관 공간은 상세정보에서 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람 기준으로 레쓰비 마일드 캔커피 고를 때 보기 쉬운 구매 전 체크","레쓰비 마일드 캔커피를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 탕비실, 책상, 주방, 사무실 냉장고 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"풀무원 국내산 콩 생나또, 49.5g, 8개입, 1개",풀무원 생나또 49,https://www.coupang.com/vp/products/1392584702?itemId=19907021438,https://www.coupang.com/vp/products/1392584702?itemId=19907021438,,1392584702,19907021438,식품,"9,310원",0,,5.0,25013,405.0,high,1만원 미만,건강/기능식품,사계절,"성분, 섭취량, 구성 수량을 구매 전에 확인하려는 사람","주방, 식탁, 사무실 서랍, 약 보관함",건강 관리를 위해 매일 챙길 식품이나 보조 제품을 고를 때,성분과 섭취 기준을 확인하지 않으면 내 상황에 맞는지 판단하기 어려움,성분과 1일 섭취량 확인이 중요함,수량과 섭취 기간을 비교하기 좋음,반복 구매 가능성이 있어 구성 확인이 필요함,"개인 건강 상태, 성분, 섭취 방법, 주의사항은 상세정보에서 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","성분, 섭취량, 구성 수량을 구매 전에 확인하려는 사람 기준으로 풀무원 생나또 49 고를 때 보기 쉬운 구매 전 체크","풀무원 생나또 49를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 식탁, 사무실 서랍, 약 보관함 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"서울우유 내 속이 편안한 우유, 900ml, 2개",서울우유 속이 편안한,https://www.coupang.com/vp/products/7921318688?itemId=21762430932,https://www.coupang.com/vp/products/7921318688?itemId=21762430932,,7921318688,21762430932,식품,"5,870원",0,,5.0,15931,405.0,high,1만원 미만,유제품/간식,사계절,"아이 간식, 아침 대용, 사무실 간식용 유제품을 찾는 사람","냉장고, 주방, 사무실 냉장고",아침이나 간식으로 먹을 냉장 식품을 묶음으로 준비하고 싶을 때,냉장 보관과 소비기한을 놓치면 묶음 구매가 오히려 부담될 수 있음,개수와 소비기한을 함께 비교하기 좋음,"가족용, 간식용, 아침 대용으로 용도가 분명함",당류와 용량을 같이 확인하기 쉬움,"냉장 배송, 소비기한, 당류, 보관 공간을 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","아이 간식, 아침 대용, 사무실 간식용 유제품을 찾는 사람 기준으로 서울우유 속이 편안한 고를 때 보기 쉬운 구매 전 체크","서울우유 속이 편안한를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 냉장고, 주방, 사무실 냉장고 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"맥심 화이트골드 커피믹스, 11.7g, 50개입, 1개",맥심 화이트골드 커피믹스,https://www.coupang.com/vp/products/8290008156?itemId=22963931440,https://www.coupang.com/vp/products/8290008156?itemId=22963931440,,8290008156,22963931440,식품,"9,550원",0,"로켓배송, 내일도착",5.0,308058,405.0,high,1만원 미만,커피/음료,사계절,"사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람","탕비실, 책상, 주방, 사무실 냉장고",집이나 사무실에서 커피를 자주 마셔서 넉넉한 구성을 미리 준비하고 싶을 때,"개수와 용량만 보고 고르면 당류, 카페인, 보관 공간을 놓치기 쉬움",개수 대비 가격과 소비 속도를 같이 보기 좋음,"사무실용, 집비치용처럼 사용 목적이 분명함",로켓배송과 대량 구성 확인 수요가 높은 편,"당류, 카페인, 유통기한, 보관 공간은 상세정보에서 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람 기준으로 맥심 화이트골드 커피믹스 고를 때 보기 쉬운 구매 전 체크","맥심 화이트골드 커피믹스를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 탕비실, 책상, 주방, 사무실 냉장고 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
