"상품명","키워드","상품원본URL","쿠팡링크","상품이미지URL","상품ID","아이템ID","카테고리","가격","할인율","로켓정보","평점","리뷰수","점수","click_priority","가격대","상품군","계절태그","대상독자","사용장소","문제상황","불편포인트","장점1","장점2","장점3","주의점","검색의도","글관점","제목시드","썸네일프롬프트","CTA문구","광고고지문","수집경로","수집키워드","수집순위","수집일시","used","used_at","post_title"
"오뚜기 흰밥, 210g, 48개","오뚜기 흰밥 210g","https://www.coupang.com/vp/products/7235457880?itemId=19421765771","https://www.coupang.com/vp/products/7235457880?itemId=19421765771","","7235457880","19421765771","식품","41,850원","25","로켓배송, 내일도착","5.0","241144","415.0","high","3만-7만원대","반찬/식재료","사계절","집밥을 자주 먹는 가정, 간단한 반찬을 준비하는 사람","주방, 냉장고, 냉동실, 팬트리","집밥 반찬이나 조리용 식재료를 미리 준비하고 싶을 때","보관 방식과 조리 난이도를 놓치면 활용도가 낮아질 수 있음","반찬용, 조리용, 비상식품용으로 쓰임이 분명함","용량과 포장 단위를 비교하기 좋음","냉장/냉동/상온 보관 여부가 판단 기준이 됨","보관 조건, 조리법, 소비기한, 원재료 정보를 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","집밥을 자주 먹는 가정, 간단한 반찬을 준비하는 사람 기준으로 오뚜기 흰밥 210g 고를 때 보기 쉬운 구매 전 체크","오뚜기 흰밥 210g를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 냉장고, 냉동실, 팬트리 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","","","","",""
"데니그리스 유기농 사과 식초, 1L, 1개","데니그리스 유기농 사과","https://www.coupang.com/vp/products/7992079901?itemId=11652049882","https://www.coupang.com/vp/products/7992079901?itemId=11652049882","","7992079901","11652049882","식품","11,980원","45","로켓배송, 내일도착","5.0","80235","415.0","high","1만-3만원대","소스/조미료","사계절","집밥을 자주 해먹는 가정, 자취생, 대용량 조미료를 찾는 사람","주방, 팬트리, 조리대 주변","집밥이나 반찬을 자주 만들 때 자주 쓰는 조미료를 미리 준비하고 싶을 때","용량만 보고 고르면 보관 중 산패, 소비기한, 사용 빈도를 놓치기 쉬움","자주 쓰는 식재료라 용량 대비 가격 확인이 중요함","요리 빈도에 따라 대용량과 소용량 판단이 달라짐","보관 방식과 개봉 후 관리까지 같이 보기 좋음","개봉 후 보관법, 소비기한, 용량, 원재료 표기를 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","집밥을 자주 해먹는 가정, 자취생, 대용량 조미료를 찾는 사람 기준으로 데니그리스 유기농 사과 고를 때 보기 쉬운 구매 전 체크","데니그리스 유기농 사과를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 팬트리, 조리대 주변 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","","","","",""
"오뚜기옛날 자른당면, 1kg, 1개","오뚜기옛날 자른당면 1kg","https://www.coupang.com/vp/products/1020665?itemId=1052869","https://www.coupang.com/vp/products/1020665?itemId=1052869","","1020665","1052869","식품","10,420원","0","로켓배송, 내일도착","5.0","100102","415.0","high","1만-3만원대","소스/조미료","사계절","집밥을 자주 해먹는 가정, 자취생, 대용량 조미료를 찾는 사람","주방, 팬트리, 조리대 주변","집밥이나 반찬을 자주 만들 때 자주 쓰는 조미료를 미리 준비하고 싶을 때","용량만 보고 고르면 보관 중 산패, 소비기한, 사용 빈도를 놓치기 쉬움","자주 쓰는 식재료라 용량 대비 가격 확인이 중요함","요리 빈도에 따라 대용량과 소용량 판단이 달라짐","보관 방식과 개봉 후 관리까지 같이 보기 좋음","개봉 후 보관법, 소비기한, 용량, 원재료 표기를 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","집밥을 자주 해먹는 가정, 자취생, 대용량 조미료를 찾는 사람 기준으로 오뚜기옛날 자른당면 1kg 고를 때 보기 쉬운 구매 전 체크","오뚜기옛날 자른당면 1kg를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 팬트리, 조리대 주변 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","","","","",""
"유동 황도 슬라이스 통조림, 400g, 6개","유동 황도 슬라이스","https://www.coupang.com/vp/products/7267962165?itemId=6529873875","https://www.coupang.com/vp/products/7267962165?itemId=6529873875","","7267962165","6529873875","식품","7,580원","49","로켓배송, 내일도착","4.5","11310","395.0","high","1만원 미만","반찬/식재료","사계절","집밥을 자주 먹는 가정, 간단한 반찬을 준비하는 사람","주방, 냉장고, 냉동실, 팬트리","집밥 반찬이나 조리용 식재료를 미리 준비하고 싶을 때","보관 방식과 조리 난이도를 놓치면 활용도가 낮아질 수 있음","반찬용, 조리용, 비상식품용으로 쓰임이 분명함","용량과 포장 단위를 비교하기 좋음","냉장/냉동/상온 보관 여부가 판단 기준이 됨","보관 조건, 조리법, 소비기한, 원재료 정보를 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","집밥을 자주 먹는 가정, 간단한 반찬을 준비하는 사람 기준으로 유동 황도 슬라이스 고를 때 보기 쉬운 구매 전 체크","유동 황도 슬라이스를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 냉장고, 냉동실, 팬트리 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","","","","",""
"수향미 GAP 인증 골든퀸 3호 백미 상등급, 10kg, 1개","수향미 GAP 인증","https://www.coupang.com/vp/products/7973230598?itemId=28154974111","https://www.coupang.com/vp/products/7973230598?itemId=28154974111","","7973230598","28154974111","식품","43,900원","0","로켓배송, 내일도착","5.0","28530","415.0","high","3만-7만원대","쌀/잡곡","사계절","집밥을 자주 먹는 가정, 자취생, 대용량 식재료를 찾는 사람","주방, 쌀통, 팬트리","집에서 밥을 자주 해먹어 쌀이나 잡곡을 안정적으로 준비하고 싶을 때","용량과 보관 환경을 놓치면 벌레, 습기, 신선도 관리가 어려울 수 있음","용량별 가격 비교가 구매 판단에 중요함","가족 수와 소비 속도에 따라 맞는 용량이 달라짐","도정일, 산지, 포장 단위를 같이 보기 좋음","보관 장소, 도정일, 용량, 소비 속도를 구매 전에 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","집밥을 자주 먹는 가정, 자취생, 대용량 식재료를 찾는 사람 기준으로 수향미 GAP 인증 고를 때 보기 쉬운 구매 전 체크","수향미 GAP 인증를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 쌀통, 팬트리 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","","","","",""
"닥터유 투바이트 에너지바 저당, 468g, 1개","닥터유 투바이트 에너지바","https://www.coupang.com/vp/products/8941247546?itemId=26147403005","https://www.coupang.com/vp/products/8941247546?itemId=26147403005","","8941247546","26147403005","식품","10,670원","0","로켓배송, 내일도착","5.0","3349","315.94","high","1만-3만원대","간식/과자","사계절","아이 간식, 사무실 간식, 손님용 간식을 찾는 사람","주방 수납장, 사무실 탕비실, 책상 서랍","집이나 사무실에 간단히 먹을 간식을 미리 준비하고 싶을 때","묶음 개수와 보관 공간을 생각하지 않으면 남기거나 눅눅해질 수 있음","개별 포장 여부와 개수를 비교하기 좋음","사무실, 아이 간식, 손님용으로 용도가 분명함","가격대가 낮아 상세 조건 확인으로 이어지기 쉬움","알레르기 성분, 당류, 보관법, 개별 포장 여부를 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","아이 간식, 사무실 간식, 손님용 간식을 찾는 사람 기준으로 닥터유 투바이트 에너지바 고를 때 보기 쉬운 구매 전 체크","닥터유 투바이트 에너지바를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방 수납장, 사무실 탕비실, 책상 서랍 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","","","","",""
"동원 양반 구운김밥김, 22g, 2개","동원 양반 구운김밥김","https://www.coupang.com/vp/products/2086543?itemId=24933897861","https://www.coupang.com/vp/products/2086543?itemId=24933897861","","2086543","24933897861","식품","4,960원","28","로켓배송, 내일도착","4.5","7575","395.0","high","1만원 미만","반찬/식재료","사계절","집밥을 자주 먹는 가정, 간단한 반찬을 준비하는 사람","주방, 냉장고, 냉동실, 팬트리","집밥 반찬이나 조리용 식재료를 미리 준비하고 싶을 때","보관 방식과 조리 난이도를 놓치면 활용도가 낮아질 수 있음","반찬용, 조리용, 비상식품용으로 쓰임이 분명함","용량과 포장 단위를 비교하기 좋음","냉장/냉동/상온 보관 여부가 판단 기준이 됨","보관 조건, 조리법, 소비기한, 원재료 정보를 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","집밥을 자주 먹는 가정, 간단한 반찬을 준비하는 사람 기준으로 동원 양반 구운김밥김 고를 때 보기 쉬운 구매 전 체크","동원 양반 구운김밥김를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 냉장고, 냉동실, 팬트리 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","","","","",""
"하늘보리, 500ml, 40개","하늘보리 500ml 40개","https://www.coupang.com/vp/products/7224339339?itemId=18016954815","https://www.coupang.com/vp/products/7224339339?itemId=18016954815","","7224339339","18016954815","식품","27,110원","47","로켓배송, 내일도착","5.0","293826","415.0","high","1만-3만원대","음료/탄산음료","사계절, 여름","음료를 자주 마시는 가정, 사무실 탕비실, 손님용 음료를 준비하는 사람","냉장고, 주방, 사무실 탕비실, 팬트리","집이나 사무실에 마실 음료를 박스 단위로 미리 준비하고 싶을 때","개수와 가격만 보면 당류, 카페인, 보관 공간을 놓치기 쉬움","개수와 용량을 기준으로 비교하기 좋음","제로, 소용량, 대용량처럼 선택 기준이 뚜렷함","가정용과 사무실용으로 쓰임이 분명함","당류, 카페인, 보관 공간, 캔이나 페트 용량을 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","음료를 자주 마시는 가정, 사무실 탕비실, 손님용 음료를 준비하는 사람 기준으로 하늘보리 500ml 40개 고를 때 보기 쉬운 구매 전 체크","하늘보리 500ml 40개를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 냉장고, 주방, 사무실 탕비실, 팬트리 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","","","","",""
"제주삼다수 그린 무라벨, 330ml, 60개","제주삼다수 그린 무라벨","https://www.coupang.com/vp/products/7666070794?itemId=23492300061","https://www.coupang.com/vp/products/7666070794?itemId=23492300061","","7666070794","23492300061","식품","23,920원","7","로켓배송, 내일도착","5.0","953647","415.0","high","1만-3만원대","생수/음료","사계절, 여름","생수를 박스로 사두는 가정, 자취생, 사무실 탕비실 담당자","주방, 현관 옆 보관 공간, 사무실, 탕비실","생수를 매번 사러 가기 번거롭고 집이나 사무실에 미리 준비해두고 싶을 때","용량과 개수, 보관 공간, 배송 무게를 같이 보지 않으면 주문 후 불편할 수 있음","반복 구매 수요가 높아 구성과 개수 비교가 중요함","500ml와 2L처럼 사용 상황에 따라 선택 기준이 분명함","무라벨 여부와 보관 편의성을 함께 판단하기 좋음","박스 단위 무게, 보관 공간, 병 용량을 구매 전에 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","생수를 박스로 사두는 가정, 자취생, 사무실 탕비실 담당자 기준으로 제주삼다수 그린 무라벨 고를 때 보기 쉬운 구매 전 체크","제주삼다수 그린 무라벨를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 현관 옆 보관 공간, 사무실, 탕비실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","","","","",""
"시골 볶음참깨, 1kg, 1개","시골 볶음참깨 1kg","https://www.coupang.com/vp/products/4571051703?itemId=622693142","https://www.coupang.com/vp/products/4571051703?itemId=622693142","","4571051703","622693142","식품","10,720원","0","로켓배송, 내일도착","5.0","4908","409.48","high","1만-3만원대","소스/조미료","사계절","집밥을 자주 해먹는 가정, 자취생, 대용량 조미료를 찾는 사람","주방, 팬트리, 조리대 주변","집밥이나 반찬을 자주 만들 때 자주 쓰는 조미료를 미리 준비하고 싶을 때","용량만 보고 고르면 보관 중 산패, 소비기한, 사용 빈도를 놓치기 쉬움","자주 쓰는 식재료라 용량 대비 가격 확인이 중요함","요리 빈도에 따라 대용량과 소용량 판단이 달라짐","보관 방식과 개봉 후 관리까지 같이 보기 좋음","개봉 후 보관법, 소비기한, 용량, 원재료 표기를 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","집밥을 자주 해먹는 가정, 자취생, 대용량 조미료를 찾는 사람 기준으로 시골 볶음참깨 1kg 고를 때 보기 쉬운 구매 전 체크","시골 볶음참깨 1kg를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 팬트리, 조리대 주변 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","","","","",""
"임금님표이천 2025년 햅쌀, 5kg, 1개, 특등급","임금님표이천 2025년 햅쌀","https://www.coupang.com/vp/products/9140441932?itemId=26907162651","https://www.coupang.com/vp/products/9140441932?itemId=26907162651","","9140441932","26907162651","식품","27,900원","0","로켓배송, 내일도착","5.0","67290","415.0","high","1만-3만원대","쌀/잡곡","사계절","집밥을 자주 먹는 가정, 자취생, 대용량 식재료를 찾는 사람","주방, 쌀통, 팬트리","집에서 밥을 자주 해먹어 쌀이나 잡곡을 안정적으로 준비하고 싶을 때","용량과 보관 환경을 놓치면 벌레, 습기, 신선도 관리가 어려울 수 있음","용량별 가격 비교가 구매 판단에 중요함","가족 수와 소비 속도에 따라 맞는 용량이 달라짐","도정일, 산지, 포장 단위를 같이 보기 좋음","보관 장소, 도정일, 용량, 소비 속도를 구매 전에 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","집밥을 자주 먹는 가정, 자취생, 대용량 식재료를 찾는 사람 기준으로 임금님표이천 2025년 햅쌀 고를 때 보기 쉬운 구매 전 체크","임금님표이천 2025년 햅쌀를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 쌀통, 팬트리 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","","","","",""
"거창군농협 2025년산 햅쌀 거창한 메뚜기쌀, 상등급, 10kg, 1개","거창군농협 2025년산 햅쌀","https://www.coupang.com/vp/products/8310770780?itemId=23980749583","https://www.coupang.com/vp/products/8310770780?itemId=23980749583","","8310770780","23980749583","식품","34,900원","12","로켓배송, 내일도착","5.0","5997","415.0","high","3만-7만원대","쌀/잡곡","사계절","집밥을 자주 먹는 가정, 자취생, 대용량 식재료를 찾는 사람","주방, 쌀통, 팬트리","집에서 밥을 자주 해먹어 쌀이나 잡곡을 안정적으로 준비하고 싶을 때","용량과 보관 환경을 놓치면 벌레, 습기, 신선도 관리가 어려울 수 있음","용량별 가격 비교가 구매 판단에 중요함","가족 수와 소비 속도에 따라 맞는 용량이 달라짐","도정일, 산지, 포장 단위를 같이 보기 좋음","보관 장소, 도정일, 용량, 소비 속도를 구매 전에 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","집밥을 자주 먹는 가정, 자취생, 대용량 식재료를 찾는 사람 기준으로 거창군농협 2025년산 햅쌀 고를 때 보기 쉬운 구매 전 체크","거창군농협 2025년산 햅쌀를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 쌀통, 팬트리 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","","","","",""
"너구리 얼큰한 120g, 20개","너구리 얼큰한 120g","https://www.coupang.com/vp/products/8826288636?itemId=25720054320","https://www.coupang.com/vp/products/8826288636?itemId=25720054320","","8826288636","25720054320","식품","15,910원","41","로켓배송, 내일도착","5.0","228420","415.0","high","1만-3만원대","라면/간편식","사계절","자취생, 야식이 잦은 사람, 사무실 간식이나 비상식을 준비하는 사람","자취방, 주방 수납장, 사무실 탕비실","간단히 먹을 비상식품이나 자취방 간편식을 미리 준비하고 싶을 때","묶음 개수와 보관 공간, 소비기한을 생각하지 않으면 남기기 쉬움","개수와 개당 가격 비교가 구매 판단에 직접 연결됨","보관성이 좋아 비상식품으로 확인하기 쉬움","가족용, 자취용, 사무실용으로 용도가 뚜렷함","나트륨, 소비기한, 보관 공간, 묶음 개수를 함께 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","자취생, 야식이 잦은 사람, 사무실 간식이나 비상식을 준비하는 사람 기준으로 너구리 얼큰한 120g 고를 때 보기 쉬운 구매 전 체크","너구리 얼큰한 120g를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 자취방, 주방 수납장, 사무실 탕비실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","","","","",""
"짜파게티 범벅 컵라면 70g, 6개","짜파게티 범벅 컵라면","https://www.coupang.com/vp/products/8244031658?itemId=175287","https://www.coupang.com/vp/products/8244031658?itemId=175287","","8244031658","175287","식품","4,730원","0","로켓판매자, 내일도착","5.0","87404","405.0","high","1만원 미만","라면/간편식","사계절","자취생, 야식이 잦은 사람, 사무실 간식이나 비상식을 준비하는 사람","자취방, 주방 수납장, 사무실 탕비실","간단히 먹을 비상식품이나 자취방 간편식을 미리 준비하고 싶을 때","묶음 개수와 보관 공간, 소비기한을 생각하지 않으면 남기기 쉬움","개수와 개당 가격 비교가 구매 판단에 직접 연결됨","보관성이 좋아 비상식품으로 확인하기 쉬움","가족용, 자취용, 사무실용으로 용도가 뚜렷함","나트륨, 소비기한, 보관 공간, 묶음 개수를 함께 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","자취생, 야식이 잦은 사람, 사무실 간식이나 비상식을 준비하는 사람 기준으로 짜파게티 범벅 컵라면 고를 때 보기 쉬운 구매 전 체크","짜파게티 범벅 컵라면를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 자취방, 주방 수납장, 사무실 탕비실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","","","","",""
"카누 디카페인 아메리카노 원두커피스틱 미니, 900mg, 120개입, 1개","미니 카누 디카페인","https://www.coupang.com/vp/products/35875916?itemId=18245224813","https://www.coupang.com/vp/products/35875916?itemId=18245224813","","35875916","18245224813","식품","24,390원","0","로켓배송, 내일도착","5.0","72257","423.0","high","1만-3만원대","커피/음료","사계절","사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람","탕비실, 책상, 주방, 사무실 냉장고","집이나 사무실에서 커피를 자주 마셔서 넉넉한 구성을 미리 준비하고 싶을 때","개수와 용량만 보고 고르면 당류, 카페인, 보관 공간을 놓치기 쉬움","개수 대비 가격과 소비 속도를 같이 보기 좋음","사무실용, 집비치용처럼 사용 목적이 분명함","로켓배송과 대량 구성 확인 수요가 높은 편","당류, 카페인, 유통기한, 보관 공간은 상세정보에서 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람 기준으로 미니 카누 디카페인 고를 때 보기 쉬운 구매 전 체크","미니 카누 디카페인를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 탕비실, 책상, 주방, 사무실 냉장고 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","","","","",""
"백설 부침가루, 1kg, 2개","백설 부침가루 1kg","https://www.coupang.com/vp/products/6269223291?itemId=17905188990","https://www.coupang.com/vp/products/6269223291?itemId=17905188990","","6269223291","17905188990","식품","4,980원","26","로켓배송, 내일도착","5.0","8601","405.0","high","1만원 미만","소스/조미료","사계절","집밥을 자주 해먹는 가정, 자취생, 대용량 조미료를 찾는 사람","주방, 팬트리, 조리대 주변","집밥이나 반찬을 자주 만들 때 자주 쓰는 조미료를 미리 준비하고 싶을 때","용량만 보고 고르면 보관 중 산패, 소비기한, 사용 빈도를 놓치기 쉬움","자주 쓰는 식재료라 용량 대비 가격 확인이 중요함","요리 빈도에 따라 대용량과 소용량 판단이 달라짐","보관 방식과 개봉 후 관리까지 같이 보기 좋음","개봉 후 보관법, 소비기한, 용량, 원재료 표기를 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","집밥을 자주 해먹는 가정, 자취생, 대용량 조미료를 찾는 사람 기준으로 백설 부침가루 1kg 고를 때 보기 쉬운 구매 전 체크","백설 부침가루 1kg를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 팬트리, 조리대 주변 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","","","","",""
